policy,policy_type,fold_target,source_split,target,selection_status,selected_objective,fixed_objective,oracle_objective,exact_oracle_match,weights,selected_tcount,selected_primary_nc_depth_ratio,selected_qasm_depth,baseline_tcount,baseline_primary_nc_depth_ratio,baseline_qasm_depth,oracle_tcount,oracle_primary_nc_depth_ratio,oracle_qasm_depth,tcount_ratio_vs_baseline,primary_ratio_vs_baseline,qasm_ratio_vs_baseline,tcount_ratio_vs_oracle,qasm_ratio_vs_oracle
split_select_linear_alphaq_decomp,alphaq-decomp,mod_mult_55,external_journal_k6_backfill,mod_mult_55,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",18.0,0.5959595959595959,252.0,20.0,0.696969696969697,258.0,18.0,0.5959595959595959,252.0,0.9,0.8550724637681159,0.9767441860465116,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,mod_mult_55,external_journal_k6_backfill,mod_mult_55,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",18.0,0.5959595959595959,252.0,20.0,0.696969696969697,258.0,18.0,0.5959595959595959,252.0,0.9,0.8550724637681159,0.9767441860465116,1.0,1.0
baseline_factor_count,baseline,nc_tof_3,internal,nc_tof_3,ok,factor_count,,factor_count_pair_cap,False,,13.0,0.675,164.0,13.0,0.675,164.0,13.0,0.625,161.0,1.0,1.0,1.0,1.0,1.0186335403726707
best_fixed_loto,fixed-objective,nc_tof_3,internal,nc_tof_3,ok,factor_count,factor_count,factor_count_pair_cap,False,,13.0,0.675,164.0,13.0,0.675,164.0,13.0,0.625,161.0,1.0,1.0,1.0,1.0,1.0186335403726707
oracle_posthoc,oracle,nc_tof_3,internal,nc_tof_3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,13.0,0.625,161.0,13.0,0.675,164.0,13.0,0.625,161.0,1.0,0.9259259259259258,0.9817073170731707,1.0,1.0
split_select_linear_alphaq,alphaq-factor,nc_tof_3,internal,nc_tof_3,ok,factor_count,,factor_count_pair_cap,False,"factor_count:2,factor_pairwise_support_overlap_mean:1",13.0,0.675,164.0,13.0,0.675,164.0,13.0,0.625,161.0,1.0,1.0,1.0,1.0,1.0186335403726707
split_select_linear_alphaq_decomp,alphaq-decomp,nc_tof_3,internal,nc_tof_3,ok,factor_count,,factor_count_pair_cap,False,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",13.0,0.675,164.0,13.0,0.675,164.0,13.0,0.625,161.0,1.0,1.0,1.0,1.0,1.0186335403726707
split_select_linear_alphaq_qasm,alphaq-qasm,nc_tof_3,internal,nc_tof_3,ok,factor_count,,factor_count_pair_cap,False,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",13.0,0.675,164.0,13.0,0.675,164.0,13.0,0.625,161.0,1.0,1.0,1.0,1.0,1.0186335403726707
baseline_factor_count,baseline,nc_tof_3,external_journal_k6_backfill,nc_tof_3,ok,factor_count,,factor_count,True,,13.0,0.675,161.0,13.0,0.675,161.0,13.0,0.675,161.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,nc_tof_3,external_journal_k6_backfill,nc_tof_3,ok,factor_count,factor_count,factor_count,True,,13.0,0.675,161.0,13.0,0.675,161.0,13.0,0.675,161.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,nc_tof_3,external_journal_k6_backfill,nc_tof_3,ok,factor_count,,factor_count,True,,13.0,0.675,161.0,13.0,0.675,161.0,13.0,0.675,161.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,nc_tof_3,external_journal_k6_backfill,nc_tof_3,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",13.0,0.675,161.0,13.0,0.675,161.0,13.0,0.675,161.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,nc_tof_3,external_journal_k6_backfill,nc_tof_3,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",13.0,0.675,161.0,13.0,0.675,161.0,13.0,0.675,161.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,nc_tof_3,external_journal_k6_backfill,nc_tof_3,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",13.0,0.675,161.0,13.0,0.675,161.0,13.0,0.675,161.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,nc_tof_4,external_standard,nc_tof_4,ok,factor_count,,factor_count,True,,24.0,,243.0,24.0,,243.0,24.0,,243.0,1.0,,1.0,1.0,1.0
best_fixed_loto,fixed-objective,nc_tof_4,external_standard,nc_tof_4,ok,factor_count,factor_count,factor_count,True,,24.0,,243.0,24.0,,243.0,24.0,,243.0,1.0,,1.0,1.0,1.0
oracle_posthoc,oracle,nc_tof_4,external_standard,nc_tof_4,ok,factor_count,,factor_count,True,,24.0,,243.0,24.0,,243.0,24.0,,243.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,nc_tof_4,external_standard,nc_tof_4,ok,factor_count,,factor_count,True,"factor_count:2,factor_support_weight_mean:-1,factor_pairwise_support_overlap_mean:2,factor_pairwise_jaccard_mean:-1",24.0,,243.0,24.0,,243.0,24.0,,243.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,nc_tof_4,external_standard,nc_tof_4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,,243.0,24.0,,243.0,24.0,,243.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,nc_tof_4,external_standard,nc_tof_4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,,243.0,24.0,,243.0,24.0,,243.0,1.0,,1.0,1.0,1.0
baseline_factor_count,baseline,nc_tof_4,external_night_long,nc_tof_4,ok,factor_count,,mixed_pair,False,,24.0,0.984375,243.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,1.0,1.0,1.0,1.0125
best_fixed_loto,fixed-objective,nc_tof_4,external_night_long,nc_tof_4,ok,factor_count,factor_count,mixed_pair,False,,24.0,0.984375,243.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,1.0,1.0,1.0,1.0125
oracle_posthoc,oracle,nc_tof_4,external_night_long,nc_tof_4,ok,mixed_pair,,mixed_pair,True,,24.0,0.796875,240.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,0.8095238095238095,0.9876543209876543,1.0,1.0
split_select_linear_alphaq,alphaq-factor,nc_tof_4,external_night_long,nc_tof_4,ok,factor_count,,mixed_pair,False,"factor_count:2,factor_support_weight_mean:-1,factor_pairwise_support_overlap_mean:2,factor_pairwise_jaccard_mean:-1",24.0,0.984375,243.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,1.0,1.0,1.0,1.0125
split_select_linear_alphaq_decomp,alphaq-decomp,nc_tof_4,external_night_long,nc_tof_4,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,0.796875,240.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,0.8095238095238095,0.9876543209876543,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,nc_tof_4,external_night_long,nc_tof_4,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,0.796875,240.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,0.8095238095238095,0.9876543209876543,1.0,1.0
baseline_factor_count,baseline,nc_tof_4,external_article_core,nc_tof_4,ok,factor_count,,frontier_pair,False,,37.0,1.3125,252.0,37.0,1.3125,252.0,32.0,1.03125,245.0,1.0,1.0,1.0,1.15625,1.0285714285714285
best_fixed_loto,fixed-objective,nc_tof_4,external_article_core,nc_tof_4,ok,factor_count,factor_count,frontier_pair,False,,37.0,1.3125,252.0,37.0,1.3125,252.0,32.0,1.03125,245.0,1.0,1.0,1.0,1.15625,1.0285714285714285
oracle_posthoc,oracle,nc_tof_4,external_article_core,nc_tof_4,ok,frontier_pair,,frontier_pair,True,,32.0,1.03125,245.0,37.0,1.3125,252.0,32.0,1.03125,245.0,0.8648648648648649,0.7857142857142857,0.9722222222222222,1.0,1.0
split_select_linear_alphaq,alphaq-factor,nc_tof_4,external_article_core,nc_tof_4,ok,frontier_pair,,frontier_pair,True,"factor_count:2,factor_support_weight_mean:-1,factor_pairwise_support_overlap_mean:2,factor_pairwise_jaccard_mean:-1",32.0,1.03125,245.0,37.0,1.3125,252.0,32.0,1.03125,245.0,0.8648648648648649,0.7857142857142857,0.9722222222222222,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,nc_tof_4,external_article_core,nc_tof_4,ok,frontier_pair,,frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",32.0,1.03125,245.0,37.0,1.3125,252.0,32.0,1.03125,245.0,0.8648648648648649,0.7857142857142857,0.9722222222222222,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,nc_tof_4,external_article_core,nc_tof_4,ok,frontier_pair,,frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",32.0,1.03125,245.0,37.0,1.3125,252.0,32.0,1.03125,245.0,0.8648648648648649,0.7857142857142857,0.9722222222222222,1.0,1.0
baseline_factor_count,baseline,nc_tof_4,external_journal_k6_backfill,nc_tof_4,ok,factor_count,,depth_guarded_mixed_pair,False,,24.0,0.984375,243.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,1.0,1.0,1.0,1.0125
best_fixed_loto,fixed-objective,nc_tof_4,external_journal_k6_backfill,nc_tof_4,ok,factor_count,factor_count,depth_guarded_mixed_pair,False,,24.0,0.984375,243.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,1.0,1.0,1.0,1.0125
oracle_posthoc,oracle,nc_tof_4,external_journal_k6_backfill,nc_tof_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,,24.0,0.796875,240.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,0.8095238095238095,0.9876543209876543,1.0,1.0
split_select_linear_alphaq,alphaq-factor,nc_tof_4,external_journal_k6_backfill,nc_tof_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_count:2,factor_support_weight_mean:-1,factor_pairwise_support_overlap_mean:2,factor_pairwise_jaccard_mean:-1",24.0,0.796875,240.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,0.8095238095238095,0.9876543209876543,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,nc_tof_4,external_journal_k6_backfill,nc_tof_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,0.796875,240.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,0.8095238095238095,0.9876543209876543,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,nc_tof_4,external_journal_k6_backfill,nc_tof_4,ok,depth_guarded_mixed_pair,,depth_guarded_mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,0.796875,240.0,24.0,0.984375,243.0,24.0,0.796875,240.0,1.0,0.8095238095238095,0.9876543209876543,1.0,1.0
baseline_factor_count,baseline,nc_tof_5,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,,factor_count,True,,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,nc_tof_5,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,factor_count,factor_count,True,,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,nc_tof_5,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,,factor_count,True,,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,nc_tof_5,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,nc_tof_5,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,nc_tof_5,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,103.0,2.4157303370786516,581.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,unary_iteration_n3,external_journal_k6_frontier,unary_iteration_n3,ok,factor_count,,t_preserving_frontier_pair,False,,138.0,1.5683060109289617,570.0,138.0,1.5683060109289617,570.0,133.0,1.4098360655737705,570.0,1.0,1.0,1.0,1.037593984962406,1.0
best_fixed_loto,fixed-objective,unary_iteration_n3,external_journal_k6_frontier,unary_iteration_n3,ok,factor_count,factor_count,t_preserving_frontier_pair,False,,138.0,1.5683060109289617,570.0,138.0,1.5683060109289617,570.0,133.0,1.4098360655737705,570.0,1.0,1.0,1.0,1.037593984962406,1.0
oracle_posthoc,oracle,unary_iteration_n3,external_journal_k6_frontier,unary_iteration_n3,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,,133.0,1.4098360655737705,570.0,138.0,1.5683060109289617,570.0,133.0,1.4098360655737705,570.0,0.9637681159420289,0.8989547038327527,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,unary_iteration_n3,external_journal_k6_frontier,unary_iteration_n3,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",133.0,1.4098360655737705,570.0,138.0,1.5683060109289617,570.0,133.0,1.4098360655737705,570.0,0.9637681159420289,0.8989547038327527,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,unary_iteration_n3,external_journal_k6_frontier,unary_iteration_n3,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",133.0,1.4098360655737705,570.0,138.0,1.5683060109289617,570.0,133.0,1.4098360655737705,570.0,0.9637681159420289,0.8989547038327527,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,unary_iteration_n3,external_journal_k6_frontier,unary_iteration_n3,ok,t_preserving_frontier_pair,,t_preserving_frontier_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",133.0,1.4098360655737705,570.0,138.0,1.5683060109289617,570.0,133.0,1.4098360655737705,570.0,0.9637681159420289,0.8989547038327527,1.0,1.0,1.0
baseline_factor_count,baseline,vbe_adder_3,external_standard,vbe_adder_3,ok,factor_count,,factor_count,True,,65.0,,313.0,65.0,,313.0,65.0,,313.0,1.0,,1.0,1.0,1.0
best_fixed_loto,fixed-objective,vbe_adder_3,external_standard,vbe_adder_3,ok,factor_count,factor_count,factor_count,True,,65.0,,313.0,65.0,,313.0,65.0,,313.0,1.0,,1.0,1.0,1.0
oracle_posthoc,oracle,vbe_adder_3,external_standard,vbe_adder_3,ok,factor_count,,factor_count,True,,65.0,,313.0,65.0,,313.0,65.0,,313.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,vbe_adder_3,external_standard,vbe_adder_3,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",65.0,,313.0,65.0,,313.0,65.0,,313.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,vbe_adder_3,external_standard,vbe_adder_3,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",65.0,,313.0,65.0,,313.0,65.0,,313.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,vbe_adder_3,external_standard,vbe_adder_3,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",65.0,,313.0,65.0,,313.0,65.0,,313.0,1.0,,1.0,1.0,1.0
baseline_factor_count,baseline,vbe_adder_3,external_night_long,vbe_adder_3,ok,factor_count,,factor_count,True,,65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,vbe_adder_3,external_night_long,vbe_adder_3,ok,factor_count,factor_count,factor_count,True,,65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,vbe_adder_3,external_night_long,vbe_adder_3,ok,factor_count,,factor_count,True,,65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,vbe_adder_3,external_night_long,vbe_adder_3,ok,factor_count_pair_cap,,factor_count,False,"factor_count:2,factor_pairwise_support_overlap_mean:1",66.0,1.47,311.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0153846153846153,1.1395348837209303,1.0506756756756757,1.0153846153846153,1.0506756756756757
split_select_linear_alphaq_decomp,alphaq-decomp,vbe_adder_3,external_night_long,vbe_adder_3,ok,factor_count_pair_cap,,factor_count,False,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",66.0,1.47,311.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0153846153846153,1.1395348837209303,1.0506756756756757,1.0153846153846153,1.0506756756756757
split_select_linear_alphaq_qasm,alphaq-qasm,vbe_adder_3,external_night_long,vbe_adder_3,ok,factor_count_pair_cap,,factor_count,False,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",66.0,1.47,311.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0153846153846153,1.1395348837209303,1.0506756756756757,1.0153846153846153,1.0506756756756757
baseline_factor_count,baseline,vbe_adder_3,external_article_core,vbe_adder_3,ok,factor_count,,factor_count,True,,65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,vbe_adder_3,external_article_core,vbe_adder_3,ok,factor_count,factor_count,factor_count,True,,65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,vbe_adder_3,external_article_core,vbe_adder_3,ok,factor_count,,factor_count,True,,65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,vbe_adder_3,external_article_core,vbe_adder_3,ok,factor_count,,factor_count,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,vbe_adder_3,external_article_core,vbe_adder_3,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,vbe_adder_3,external_article_core,vbe_adder_3,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",65.0,1.29,296.0,65.0,1.29,296.0,65.0,1.29,296.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,vbe_adder_3,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,,factor_count_pair_cap,False,,65.0,1.29,296.0,65.0,1.29,296.0,51.0,1.05,278.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
best_fixed_loto,fixed-objective,vbe_adder_3,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,factor_count,factor_count_pair_cap,False,,65.0,1.29,296.0,65.0,1.29,296.0,51.0,1.05,278.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
oracle_posthoc,oracle,vbe_adder_3,external_article_repair2_vbe,vbe_adder_3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,51.0,1.05,278.0,65.0,1.29,296.0,51.0,1.05,278.0,0.7846153846153846,0.813953488372093,0.9391891891891891,1.0,1.0
split_select_linear_alphaq,alphaq-factor,vbe_adder_3,external_article_repair2_vbe,vbe_adder_3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_count:2,factor_pairwise_support_overlap_mean:1",51.0,1.05,278.0,65.0,1.29,296.0,51.0,1.05,278.0,0.7846153846153846,0.813953488372093,0.9391891891891891,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,vbe_adder_3,external_article_repair2_vbe,vbe_adder_3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",51.0,1.05,278.0,65.0,1.29,296.0,51.0,1.05,278.0,0.7846153846153846,0.813953488372093,0.9391891891891891,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,vbe_adder_3,external_article_repair2_vbe,vbe_adder_3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",51.0,1.05,278.0,65.0,1.29,296.0,51.0,1.05,278.0,0.7846153846153846,0.813953488372093,0.9391891891891891,1.0,1.0
