policy,source_split,target,selection_status,selected_objective,oracle_objective,exact_oracle_match,selected_tcount,selected_primary_nc_depth_ratio,selected_qasm_depth,selected_runtime_sec,baseline_tcount,baseline_primary_nc_depth_ratio,baseline_qasm_depth,baseline_runtime_sec,oracle_tcount,oracle_primary_nc_depth_ratio,oracle_qasm_depth,oracle_runtime_sec,tcount_ratio_vs_baseline,primary_ratio_vs_baseline,qasm_ratio_vs_baseline,runtime_ratio_vs_baseline,tcount_ratio_vs_oracle,qasm_ratio_vs_oracle
shuffled_centroid_control,external_article_core,nc_tof_4,ok,mixed_pair,frontier_pair,False,42.0,1.46875,255.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,1.135135135135135,1.119047619047619,1.0119047619047619,,1.3125,1.0408163265306123
oracle_posthoc,external_article_core,nc_tof_4,ok,frontier_pair,frontier_pair,True,32.0,1.03125,245.0,,37.0,1.3125,252.0,,32.0,1.03125,245.0,,0.8648648648648649,0.7857142857142857,0.9722222222222222,,1.0,1.0
baseline_factor_count,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,factor_count,True,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,1.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,factor_count,True,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,1.0,1.0,1.0,1.0,1.0,1.0
circuit_1nn,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,factor_count,True,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,1.0,1.0,1.0,1.0,1.0,1.0
circuit_knn3,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,factor_count,True,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,1.0,1.0,1.0,1.0,1.0,1.0
circuit_nearest_centroid,external_journal_full_nc_tof_5_long,nc_tof_5,ok,frontier_pair,factor_count,False,103.0,2.4157303370786516,581.0,3064.401036222698,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,1.0,1.0,1.0,1.0170686306849994,1.0,1.0
circuit_softmax,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,factor_count,True,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,1.0,1.0,1.0,1.0,1.0,1.0
shuffled_centroid_control,external_journal_full_nc_tof_5_long,nc_tof_5,missing-selected-objective,mixed_pair,factor_count,,,,,,,,,,,,,,,,,,,
oracle_posthoc,external_journal_full_nc_tof_5_long,nc_tof_5,ok,factor_count,factor_count,True,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,103.0,2.4157303370786516,581.0,3012.9737008591183,1.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,external_standard,vbe_adder_3,ok,factor_count,factor_count,True,65.0,,313.0,,65.0,,313.0,,65.0,,313.0,,1.0,,1.0,,1.0,1.0
best_fixed_loto,external_standard,vbe_adder_3,ok,factor_count,factor_count,True,65.0,,313.0,,65.0,,313.0,,65.0,,313.0,,1.0,,1.0,,1.0,1.0
circuit_1nn,external_standard,vbe_adder_3,ok,factor_count,factor_count,True,65.0,,313.0,,65.0,,313.0,,65.0,,313.0,,1.0,,1.0,,1.0,1.0
circuit_knn3,external_standard,vbe_adder_3,ok,factor_count,factor_count,True,65.0,,313.0,,65.0,,313.0,,65.0,,313.0,,1.0,,1.0,,1.0,1.0
circuit_nearest_centroid,external_standard,vbe_adder_3,missing-selected-objective,frontier_pair,factor_count,,,,,,,,,,,,,,,,,,,
circuit_softmax,external_standard,vbe_adder_3,ok,factor_count,factor_count,True,65.0,,313.0,,65.0,,313.0,,65.0,,313.0,,1.0,,1.0,,1.0,1.0
shuffled_centroid_control,external_standard,vbe_adder_3,missing-selected-objective,frontier_pair,factor_count,,,,,,,,,,,,,,,,,,,
oracle_posthoc,external_standard,vbe_adder_3,ok,factor_count,factor_count,True,65.0,,313.0,,65.0,,313.0,,65.0,,313.0,,1.0,,1.0,,1.0,1.0
baseline_factor_count,external_night_long,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
best_fixed_loto,external_night_long,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
circuit_1nn,external_night_long,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
circuit_knn3,external_night_long,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
circuit_nearest_centroid,external_night_long,vbe_adder_3,missing-selected-objective,frontier_pair,factor_count,,,,,,,,,,,,,,,,,,,
circuit_softmax,external_night_long,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
shuffled_centroid_control,external_night_long,vbe_adder_3,ok,factor_count_pair_cap,factor_count,False,66.0,1.47,311.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0153846153846153,1.1395348837209303,1.0506756756756757,,1.0153846153846153,1.0506756756756757
oracle_posthoc,external_night_long,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
baseline_factor_count,external_article_core,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
best_fixed_loto,external_article_core,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
circuit_1nn,external_article_core,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
circuit_knn3,external_article_core,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
circuit_nearest_centroid,external_article_core,vbe_adder_3,ok,frontier_pair,factor_count,False,79.0,1.63,311.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.2153846153846153,1.263565891472868,1.0506756756756757,,1.2153846153846153,1.0506756756756757
circuit_softmax,external_article_core,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
shuffled_centroid_control,external_article_core,vbe_adder_3,ok,frontier_pair,factor_count,False,79.0,1.63,311.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.2153846153846153,1.263565891472868,1.0506756756756757,,1.2153846153846153,1.0506756756756757
oracle_posthoc,external_article_core,vbe_adder_3,ok,factor_count,factor_count,True,65.0,1.29,296.0,,65.0,1.29,296.0,,65.0,1.29,296.0,,1.0,1.0,1.0,,1.0,1.0
baseline_factor_count,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,factor_count_pair_cap,False,65.0,1.29,296.0,2703.5422554176766,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,1.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
best_fixed_loto,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,factor_count_pair_cap,False,65.0,1.29,296.0,2703.5422554176766,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,1.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
circuit_1nn,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,factor_count_pair_cap,False,65.0,1.29,296.0,2703.5422554176766,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,1.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
circuit_knn3,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,factor_count_pair_cap,False,65.0,1.29,296.0,2703.5422554176766,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,1.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
circuit_nearest_centroid,external_article_repair2_vbe,vbe_adder_3,ok,frontier_pair,factor_count_pair_cap,False,51.0,1.07,285.0,2703.087996058399,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,0.7846153846153846,0.8294573643410853,0.9628378378378378,0.9998319762310475,1.0,1.025179856115108
circuit_softmax,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,factor_count_pair_cap,False,65.0,1.29,296.0,2703.5422554176766,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,1.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
shuffled_centroid_control,external_article_repair2_vbe,vbe_adder_3,ok,factor_count,factor_count_pair_cap,False,65.0,1.29,296.0,2703.5422554176766,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,1.0,1.0,1.0,1.0,1.2745098039215685,1.064748201438849
oracle_posthoc,external_article_repair2_vbe,vbe_adder_3,ok,factor_count_pair_cap,factor_count_pair_cap,True,51.0,1.05,278.0,2702.4040113945957,65.0,1.29,296.0,2703.5422554176766,51.0,1.05,278.0,2702.4040113945957,0.7846153846153846,0.813953488372093,0.9391891891891891,0.9995789804946456,1.0,1.0
